dict_length,strategy,entropy,compress_rate,encode_time,decode_time,moving_avg_list
257,RD-MD,2.5497873815230374,1.0,0.001470327377319336,0.0011701583862304688,"[8.0, 8.0, 8.333333333333334, 8.5, 8.6, 8.666666666666666, 8.714285714285714, 8.75, 7.777777777777778, 7.9, 8.0, 8.083333333333334, 7.461538461538462, 7.571428571428571, 7.666666666666667, 7.75, 7.823529411764706, 7.888888888888889, 7.947368421052632, 7.55, 7.619047619047619, 7.681818181818182]"
